,rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license
20124,4.5,no,wilfly,1 (mono),2015-05-30,Not specified,30,XC246802.mp3,Not specified,Willow Flycatcher,Not specified,XC246802 Willow Flycatcher (Empidonax traillii),['Troglodytes aedon_House Wren'],yes,Empidonax traillii," Boulder Creek crossing of White Rocks Trail, Boulder County, Colorado",40.0496,48000 (Hz),song,1500 m,Natural song from a bird about 12m away in the top of a willow along flowing Boulder Creek.,128000 (bps),mp3,Not specified,House Wren (Troglodytes aedon); American Yellow Warbler (Setophaga aestiva),246802,https://www.xeno-canto.org/246802,United States,Eric DeFonso,Empidonax traillii_Willow Flycatcher,-105.1451,Not specified,06:47,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20125,4.0,no,wilfly,2 (stereo),2015-05-30,Not specified,54,XC247536.mp3,Not specified,Willow Flycatcher,Not specified,XC247536 Willow Flycatcher (Empidonax traillii),[],yes,Empidonax traillii," Fort Rosecrans National Cemetery, Point Loma, San Diego County, California",32.6829,44100 (Hz),call,100 m,"The bird calling ""pip"" in the foreground clearly seen and identified by several observers as a ""Traill's"" Flycatcher type.  It has now been seen over a period of three days and heard by several people as it makes the repeated ""pip"" calls.

Discussion has settled on a ""pip"" calling Willow Flycatcher.",128000 (bps),mp3,Not specified,,247536,https://www.xeno-canto.org/247536,United States,Gary Nunn,Empidonax traillii_Willow Flycatcher,-117.2439,Not specified,09:00,Gary Nunn,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20126,4.0,no,wilfly,1 (mono),1994-12-30,Not specified,25,XC248784.mp3,Not specified,Willow Flycatcher,Not specified,XC248784 Willow Flycatcher (Empidonax traillii),[],yes,Empidonax traillii, Orellana: river island at Añangu,-0.504,44100 (Hz),song,220 m,Tessaria scrub. Reference: XCIVB 416-426 (Emptra3). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).  Filtered version on Moore et al. (2013) (http://johnvmoorenaturerecordings.com/pubs/ECUAD/main.htm).,128000 (bps),mp3,Not specified,,248784,https://www.xeno-canto.org/248784,Ecuador,Niels Krabbe,Empidonax traillii_Willow Flycatcher,-76.406,Not specified,?,Niels Krabbe,Creative Commons Attribution-ShareAlike 4.0
20127,5.0,no,wilfly,2 (stereo),2015-05-31,Not specified,41,XC253393.mp3,Not specified,Willow Flycatcher,Not specified,XC253393 Willow Flycatcher (Empidonax traillii),[],yes,Empidonax traillii," White Rocks/Dry Creek Trail Area, Boulder County, Colorado",40.0457,44100 (Hz),song,1500 m,"Typical, natural song from patrolling territory of russian olives and willows on island amid flowing Boulder Creek.",128000 (bps),mp3,Not specified,,253393,https://www.xeno-canto.org/253393,United States,Eric DeFonso,Empidonax traillii_Willow Flycatcher,-105.1446,Not specified,05:55,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20128,4.5,no,wilfly,2 (stereo),2015-05-31,Not specified,219,XC253394.mp3,Not specified,Willow Flycatcher,Not specified,XC253394 Willow Flycatcher (Empidonax traillii),"['Melospiza melodia_Song Sparrow', 'Spinus tristis_American Goldfinch', 'Agelaius phoeniceus_Red-winged Blackbird', 'Zenaida macroura_Mourning Dove', 'Turdus migratorius_American Robin', 'Branta canadensis_Canada Goose']",yes,Empidonax traillii," White Rocks/Dry Creek Trail Area, Boulder County, Colorado",40.0457,44100 (Hz),song,1500 m,"Extended cut of typical, natural song from patrolling territory of russian olives and willows on island amid flowing Boulder Creek. Same individual as in XC253393.",128000 (bps),mp3,Not specified,Song Sparrow (Melospiza melodia); American Yellow Warbler (Setophaga aestiva); American Goldfinch (Spinus tristis); Red-winged Blackbird (Agelaius phoeniceus); Mourning Dove (Zenaida macroura); American Robin (Turdus migratorius); Canada Goose (Branta canadensis),253394,https://www.xeno-canto.org/253394,United States,Eric DeFonso,Empidonax traillii_Willow Flycatcher,-105.1446,Not specified,06:05,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20129,4.0,,wilfly,2 (stereo),2015-06-27,decreasing,2,XC254767.mp3,level,Willow Flycatcher,1-3,XC254767 Willow Flycatcher (Empidonax traillii),[],,Empidonax traillii," Narragansett, Washington County, Rhode Island",41.4551,48000 (Hz),song,15 m,"Recorded with Canon EOS Rebel T3i built-in mic. Filtered for noise, cropped, and slightly amplified with Audacity. Behavior: actively flying around brushy area by phragmites, sang several times (sometimes sounding like Alder), and gave several ""pip"" calls as well. Plumage: empid. Conditions: sunny, 65 F, moderately windy morning.",128000 (bps),mp3,decreasing,,254767,https://www.xeno-canto.org/254767,United States,Dylan Pedro,Empidonax traillii_Willow Flycatcher,-71.444,0-3(s),08:00,Dylan Pedro,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20130,4.5,no,wilfly,2 (stereo),2015-07-04,Not specified,11,XC256530.mp3,Not specified,Willow Flycatcher,Not specified,XC256530 Willow Flycatcher (Empidonax traillii),['Agelaius phoeniceus_Red-winged Blackbird'],yes,Empidonax traillii," Baie-du-Febvre, Nicolet-Yamaska, Québec",46.154,44100 (Hz),"bill snapping, call",10 m,"One individual moving through bushes. Another one nearby calling around presumed nest site. Habitat: shrubland, field, marsh.",128000 (bps),mp3,Not specified,Red-winged Blackbird (Agelaius phoeniceus),256530,https://www.xeno-canto.org/256530,Canada,Martin St-Michel,Empidonax traillii_Willow Flycatcher,-72.7455,Not specified,08:30,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20131,4.5,no,wilfly,2 (stereo),2015-07-22,level,18,XC263635.mp3,level,Willow Flycatcher,1-3,XC263635 Willow Flycatcher (Empidonax traillii),['Spizella passerina_Chipping Sparrow'],yes,Empidonax traillii, Quinebaug Fish Hatchery,41.7331,48000 (Hz),"""whit"" call, call",50 m,"Recorded with Canon EOS Rebel T3i built-in mic. Filtered for noise and slightly amplified with Audacity. Habitat: Riparian, calling from brush near open fish hatchery area. Behavior: Active calling, flying around single brushy area but never leaving it. Plumage: Empid. Calm, hot summer evening.",128000 (bps),mp3,level,Chipping Sparrow (Spizella passerina),263635,https://www.xeno-canto.org/263635,United States,Dylan Pedro,Empidonax traillii_Willow Flycatcher,-71.9197,0-3(s),18:30,Dylan Pedro,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20132,3.5,yes,wilfly,2 (stereo),2015-06-29,Not specified,7,XC277298.mp3,Not specified,Willow Flycatcher,1-3,XC277298 Willow Flycatcher (Empidonax traillii),"['Icteria virens_Yellow-breasted Chat', 'Passerina cyanea_Indigo Bunting', 'Agelaius phoeniceus_Red-winged Blackbird', 'Spiza americana_Dickcissel', 'Pipilo erythrophthalmus_Eastern Towhee']",yes,Empidonax traillii," 4 (near  Mansfield), Red River Parish, Louisiana",32.1225,44100 (Hz),"'fitz-bew"", song",40 m,Fol xc277297. Closer but short.,320000 (bps),mp3,level,Yellow-breasted Chat (Icteria virens); Indigo Bunting (Passerina cyanea); Red-winged Blackbird (Agelaius phoeniceus); Dickcissel (Spiza americana); Eastern Towhee (Pipilo erythrophthalmus),277298,https://www.xeno-canto.org/277298,United States,Terry Davis,Empidonax traillii_Willow Flycatcher,-93.4715,0-3(s),07:34,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20133,3.5,yes,wilfly,2 (stereo),2015-06-29,Not specified,58,XC277299.mp3,both,Willow Flycatcher,1-3,XC277299 Willow Flycatcher (Empidonax traillii),"['Passerina cyanea_Indigo Bunting', 'Icterus spurius_Orchard Oriole', 'Pipilo erythrophthalmus_Eastern Towhee', 'Icteria virens_Yellow-breasted Chat', 'Spiza americana_Dickcissel', ""Vireo bellii_Bell's Vireo"", 'Geothlypis trichas_Common Yellowthroat', 'Agelaius phoeniceus_Red-winged Blackbird']",yes,Empidonax traillii," 4 (near  Mansfield), Red River Parish, Louisiana",32.1225,44100 (Hz),"call, male, song",40 m,"Fol xc277298. Better. Bell's Vireo in background. Trills near end made by same or possibly unseen bird. Metadata created in reference to song, not calls/ trill",320000 (bps),mp3,level,Indigo Bunting (Passerina cyanea); Orchard Oriole (Icterus spurius); Eastern Towhee (Pipilo erythrophthalmus); Yellow-breasted Chat (Icteria virens); Dickcissel (Spiza americana); Bell's Vireo (Vireo bellii); Common Yellowthroat (Geothlypis trichas); Red-winged Blackbird (Agelaius phoeniceus),277299,https://www.xeno-canto.org/277299,United States,Terry Davis,Empidonax traillii_Willow Flycatcher,-93.4715,0-3(s),07:36,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20134,3.5,yes,wilfly,2 (stereo),2015-06-29,decreasing,43,XC277300.mp3,both,Willow Flycatcher,1-3,XC277300 Willow Flycatcher (Empidonax traillii),"['Icteria virens_Yellow-breasted Chat', ""Vireo bellii_Bell's Vireo"", 'Spiza americana_Dickcissel', 'Passerina cyanea_Indigo Bunting', 'Pipilo erythrophthalmus_Eastern Towhee', 'Geothlypis trichas_Common Yellowthroat', 'Cardinalis cardinalis_Northern Cardinal', 'Passerina ciris_Painted Bunting', 'Agelaius phoeniceus_Red-winged Blackbird']",yes,Empidonax traillii," 4 (near  Mansfield), Red River Parish, Louisiana",32.1225,44100 (Hz),"""creet"", call, male, song",40 m,Fol xc277299. Same 3rd male. Bell's Vireo in background. Metadata created in reference to song,320000 (bps),mp3,level,Yellow-breasted Chat (Icteria virens); Bell's Vireo (Vireo bellii); Dickcissel (Spiza americana); Indigo Bunting (Passerina cyanea); Eastern Towhee (Pipilo erythrophthalmus); Common Yellowthroat (Geothlypis trichas); Northern Cardinal (Cardinalis cardinalis); Painted Bunting (Passerina ciris); Red-winged Blackbird (Agelaius phoeniceus),277300,https://www.xeno-canto.org/277300,United States,Terry Davis,Empidonax traillii_Willow Flycatcher,-93.4715,0-3(s),07:38,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20135,3.5,yes,wilfly,2 (stereo),2015-06-29,decreasing,33,XC277301.mp3,both,Willow Flycatcher,1-3,XC277301 Willow Flycatcher (Empidonax traillii),"['Spiza americana_Dickcissel', ""Vireo bellii_Bell's Vireo"", 'Icteria virens_Yellow-breasted Chat', 'Geothlypis trichas_Common Yellowthroat', 'Pipilo erythrophthalmus_Eastern Towhee', 'Molothrus ater_Brown-headed Cowbird']",yes,Empidonax traillii," 4 (near  Mansfield), Red River Parish, Louisiana",32.1225,44100 (Hz),"""creet"", call, male, song",40 m,"Fol xc273300. Same 3rd male. First song at 0:5 Bell's Vireo in background. Metadata created in reference to song. Although each of the recordings show ""playback used"" for this bird, it was discontinued after a few songs near first recordings.",320000 (bps),mp3,level,Dickcissel (Spiza americana); Bell's Vireo (Vireo bellii); Yellow-breasted Chat (Icteria virens); Common Yellowthroat (Geothlypis trichas); Eastern Towhee (Pipilo erythrophthalmus); Brown-headed Cowbird (Molothrus ater),277301,https://www.xeno-canto.org/277301,United States,Terry Davis,Empidonax traillii_Willow Flycatcher,-93.4715,0-3(s),07:40,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20136,3.5,yes,wilfly,2 (stereo),2015-06-29,both,33,XC277371.mp3,both,Willow Flycatcher,1-3,XC277371 Willow Flycatcher (Empidonax traillii),"['Spiza americana_Dickcissel', 'Icteria virens_Yellow-breasted Chat', 'Geothlypis trichas_Common Yellowthroat', 'Cardinalis cardinalis_Northern Cardinal', 'Pipilo erythrophthalmus_Eastern Towhee']",yes,Empidonax traillii," 4 (near  Mansfield), Red River Parish, Louisiana",32.1225,44100 (Hz),"""creet"", call, male, song",40 m,"Fol xc277301. ""whip"" call at 0:1 is possibly Y-b Chat but sounds nearly identical to some variable ""wit""-type calls of willow Fly males. Again, brief playback had been discontinued some time earlier- but bird may still have been responding to that from earlier- along with scattered imitated calls by me used thereafter. Although single ""fitz-bew"" songs are often given, I've suspected for years whether a ""complete"" song, usually heard given by rare local breeders here in nw La (and elsewhere?), is not actually three-parted- consisting of an initial ""fitzbew.......creet....reet-beeyr"" or mixed variations thereof of these three distinct calls.",320000 (bps),mp3,both,Dickcissel (Spiza americana); Yellow-breasted Chat (Icteria virens); Common Yellowthroat (Geothlypis trichas); Northern Cardinal (Cardinalis cardinalis); Eastern Towhee (Pipilo erythrophthalmus),277371,https://www.xeno-canto.org/277371,United States,Terry Davis,Empidonax traillii_Willow Flycatcher,-93.4715,0-3(s),07:42,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20137,3.5,no,wilfly,2 (stereo),2015-06-29,both,31,XC277372.mp3,both,Willow Flycatcher,1-3,XC277372 Willow Flycatcher (Empidonax traillii),"['Agelaius phoeniceus_Red-winged Blackbird', 'Passerina cyanea_Indigo Bunting', 'Icterus spurius_Orchard Oriole', 'Spiza americana_Dickcissel', 'Icteria virens_Yellow-breasted Chat', 'Geothlypis trichas_Common Yellowthroat', 'Coccyzus americanus_Yellow-billed Cuckoo']",yes,Empidonax traillii," 4 (near  Mansfield), Red River Parish, Louisiana",32.1225,44100 (Hz),"""creet"", call, male, song",40 m,"Fol xc277371.  Vocalizations begin with agonistic trill at end of 0:8 then bout of excited and somewhat rapid song bursts can be heard shortly thereafter. Aside from occasional mimicked ""fitzbew and ""wit"" calls given by me, playback had been discontinued quite some time before this recording was made-",320000 (bps),mp3,both,Red-winged Blackbird (Agelaius phoeniceus); Indigo Bunting (Passerina cyanea); Orchard Oriole (Icterus spurius); Dickcissel (Spiza americana); Yellow-breasted Chat (Icteria virens); Common Yellowthroat (Geothlypis trichas); Yellow-billed Cuckoo (Coccyzus americanus),277372,https://www.xeno-canto.org/277372,United States,Terry Davis,Empidonax traillii_Willow Flycatcher,-93.4715,0-3(s),07:42,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20138,3.5,no,wilfly,1 (mono),2010-06-23,Not specified,16,XC277804.mp3,Not specified,Willow Flycatcher,Not specified,XC277804 Willow Flycatcher (Empidonax traillii),"[""Catharus ustulatus_Swainson's Thrush"", 'Phainopepla nitens_Phainopepla', 'Icteria virens_Yellow-breasted Chat', ""Leiothlypis luciae_Lucy's Warbler"", 'Melospiza melodia_Song Sparrow']",yes,Empidonax traillii," Pahranagat National Wildlife Refuge, Lincoln County, Nevada",37.3099,44100 (Hz),"call, male, song",1000 m,"Audio clipped from same recording as Swainson's Thrush XC277530, deleting segments in between to isolate more of this species' calls.  Recording was processed in Audacity using amplification, low and high-pass filters. This bird was the male of a nesting pair, with 'extimus' subspecies being the known breeding form here.",128000 (bps),mp3,Not specified,Swainson's Thrush (Catharus ustulatus); Phainopepla (Phainopepla nitens); Yellow-breasted Chat (Icteria virens); American Yellow Warbler (Setophaga aestiva); Lucy's Warbler (Leiothlypis luciae); Song Sparrow (Melospiza melodia),277804,https://www.xeno-canto.org/277804,United States,Eric Hough,Empidonax traillii_Willow Flycatcher,-115.13,Not specified,10:00,Eric Hough,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20139,4.5,no,wilfly,1 (mono),2009-06-04,Not specified,17,XC292295.mp3,Not specified,Willow Flycatcher,Not specified,XC292295 Willow Flycatcher (Empidonax traillii),"['Catharus fuscescens_Veery', 'Melospiza melodia_Song Sparrow', ""Leiothlypis luciae_Lucy's Warbler""]",yes,Empidonax traillii," Pahranagat National Wildlife Refuge, Lincoln County, Nevada",37.3099,44100 (Hz),"male, song",1000 m,"Same recording as Veery XC292296. Amplification, low and high pass filters used in Audacity.",128000 (bps),mp3,Not specified,Veery (Catharus fuscescens); American Yellow Warbler (Setophaga aestiva); Song Sparrow (Melospiza melodia); Lucy's Warbler (Leiothlypis luciae),292295,https://www.xeno-canto.org/292295,United States,Eric Hough,Empidonax traillii_Willow Flycatcher,-115.13,Not specified,07:00,Eric Hough,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20140,4.5,no,wilfly,1 (mono),2012-05-10,Not specified,34,XC298355.mp3,Not specified,Willow Flycatcher,Not specified,XC298355 Willow Flycatcher (Empidonax traillii),['Agelaius phoeniceus_Red-winged Blackbird'],yes,Empidonax traillii," Magee Marsh, Ohio",41.6122,48000 (Hz),song,170 m,,128000 (bps),mp3,Not specified,American Yellow Warbler (Setophaga aestiva); Red-winged Blackbird (Agelaius phoeniceus),298355,https://www.xeno-canto.org/298355,United States,Paul Marvin,Empidonax traillii_Willow Flycatcher,-83.1723,Not specified,11:56,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20141,3.5,no,wilfly,1 (mono),2012-05-10,Not specified,96,XC298575.mp3,Not specified,Willow Flycatcher,Not specified,XC298575 Willow Flycatcher (Empidonax traillii),"['Agelaius phoeniceus_Red-winged Blackbird', 'Geothlypis trichas_Common Yellowthroat', 'Cardinalis cardinalis_Northern Cardinal']",yes,Empidonax traillii," Magee Marsh, Ohio",41.6122,48000 (Hz),song,170 m,,128000 (bps),mp3,Not specified,American Yellow Warbler (Setophaga aestiva); Red-winged Blackbird (Agelaius phoeniceus); Common Yellowthroat (Geothlypis trichas); Northern Cardinal (Cardinalis cardinalis),298575,https://www.xeno-canto.org/298575,United States,Paul Marvin,Empidonax traillii_Willow Flycatcher,-83.1723,Not specified,12:03,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20142,4.5,no,wilfly,1 (mono),2012-05-10,Not specified,10,XC298581.mp3,Not specified,Willow Flycatcher,Not specified,XC298581 Willow Flycatcher (Empidonax traillii),['Agelaius phoeniceus_Red-winged Blackbird'],yes,Empidonax traillii," Magee Marsh, Ohio",41.6122,48000 (Hz),song,170 m,,128000 (bps),mp3,Not specified,American Yellow Warbler (Setophaga aestiva); Red-winged Blackbird (Agelaius phoeniceus),298581,https://www.xeno-canto.org/298581,United States,Paul Marvin,Empidonax traillii_Willow Flycatcher,-83.1723,Not specified,11:56,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20143,3.5,no,wilfly,1 (mono),2012-05-30,Not specified,43,XC298582.mp3,Not specified,Willow Flycatcher,Not specified,XC298582 Willow Flycatcher (Empidonax traillii),['Charadrius vociferus_Killdeer'],no,Empidonax traillii," Dead Creek Wildlife Management Area, Addison, Vermont",44.0863,48000 (Hz),song,40 m,,128000 (bps),mp3,Not specified,Killdeer (Charadrius vociferus),298582,https://www.xeno-canto.org/298582,United States,Paul Marvin,Empidonax traillii_Willow Flycatcher,-73.3446,Not specified,19:22,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20144,5.0,no,wilfly,2 (stereo),2015-06-09,Not specified,43,XC302252.mp3,Not specified,Willow Flycatcher,Not specified,XC302252 Willow Flycatcher (Empidonax traillii),[],yes,Empidonax traillii," Canoe Reach, Kinbasket Lake, British Columbia",52.7601,44100 (Hz),"call, song",750 m,Recorded 2.5m directly underneath the bird.,192000 (bps),mp3,Not specified,,302252,https://www.xeno-canto.org/302252,Canada,James Bradley,Empidonax traillii_Willow Flycatcher,-119.1593,Not specified,07:30,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20145,3.5,,wilfly,1 (mono),2008-06-06,both,46,XC31213.mp3,level,Willow Flycatcher,1-3,XC31213 Willow Flycatcher (Empidonax traillii),"['Melospiza melodia_Song Sparrow', 'Molothrus ater_Brown-headed Cowbird', 'Vireo gilvus_Warbling Vireo']",,Empidonax traillii," Michigan, Washtenaw County ",42.25059,48000 (Hz),Song,250 m,,117009 (bps),mp3,level,Song Sparrow (Melospiza melodia); American Yellow Warbler (Setophaga aestiva); Brown-headed Cowbird (Molothrus ater); Warbling Vireo (Vireo gilvus),31213,https://www.xeno-canto.org/31213,United States,Allen T. Chartier,Empidonax traillii_Willow Flycatcher,-83.84994,0-3(s),?,Allen T. Chartier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
20146,4.0,,wilfly,1 (mono),2008-06-11,level,3,XC31217.mp3,level,Willow Flycatcher,1-3,XC31217 Willow Flycatcher (Empidonax traillii),[],,Empidonax traillii," Michigan, Macomb County ",42.8314,48000 (Hz),Call,250 m,"Near nest, probable female",102993 (bps),mp3,level,,31217,https://www.xeno-canto.org/31217,United States,Allen T. Chartier,Empidonax traillii_Willow Flycatcher,-82.8598,0-3(s),?,Allen T. Chartier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
20147,4.0,,wilfly,1 (mono),2008-06-11,level,3,XC31222.mp3,level,Willow Flycatcher,1-3,XC31222 Willow Flycatcher (Empidonax traillii),[],,Empidonax traillii," Michigan, Macomb County ",42.8314,48000 (Hz),Song,250 m,,101570 (bps),mp3,level,,31222,https://www.xeno-canto.org/31222,United States,Allen T. Chartier,Empidonax traillii_Willow Flycatcher,-82.8598,0-3(s),?,Allen T. Chartier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
20148,3.5,,wilfly,1 (mono),2008-06-11,level,16,XC31223.mp3,level,Willow Flycatcher,1-3,XC31223 Willow Flycatcher (Empidonax traillii),"['Agelaius phoeniceus_Red-winged Blackbird', 'Melospiza melodia_Song Sparrow', 'Geothlypis trichas_Common Yellowthroat', 'Melospiza georgiana_Swamp Sparrow']",,Empidonax traillii," Michigan, Nyangquing Point Wildlife Area ",43.7745,48000 (Hz),Call,250 m,,103885 (bps),mp3,level,Red-winged Blackbird (Agelaius phoeniceus); Song Sparrow (Melospiza melodia); Common Yellowthroat (Geothlypis trichas); Swamp Sparrow (Melospiza georgiana),31223,https://www.xeno-canto.org/31223,United States,Allen T. Chartier,Empidonax traillii_Willow Flycatcher,-83.9378,0-3(s),?,Allen T. Chartier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
20149,3.5,no,wilfly,1 (mono),2016-05-09,Not specified,45,XC316527.mp3,Not specified,Willow Flycatcher,Not specified,XC316527 Willow Flycatcher (Empidonax traillii),"['Auriparus flaviceps_Verdin', 'Mimus polyglottos_Northern Mockingbird', 'Zenaida asiatica_White-winged Dove', 'Myiarchus cinerascens_Ash-throated Flycatcher', 'Geothlypis trichas_Common Yellowthroat']",yes,Empidonax traillii," West Wetlands Park, Yuma, Yuma County, Arizona",32.7304,44100 (Hz),song,40 m,This bird was engaged in a dispute with another WIFL at the time of the recording and chasing it around.  Sings at 0:02 and then both birds sing and call at about 0:35.  There is a lot going on in the background but when the WIFLs vocalize it is pretty clear.  I was about 15' away from the interaction which happened in a row of large honey mesquite bordering a small marsh.,96000 (bps),mp3,Not specified,Verdin (Auriparus flaviceps); Northern Mockingbird (Mimus polyglottos); White-winged Dove (Zenaida asiatica); American Yellow Warbler (Setophaga aestiva); Ash-throated Flycatcher (Myiarchus cinerascens); Common Yellowthroat (Geothlypis trichas),316527,https://www.xeno-canto.org/316527,United States,Bobby Wilcox,Empidonax traillii_Willow Flycatcher,-114.6392,Not specified,17:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20150,4.0,yes,wilfly,2 (stereo),2016-05-17,both,41,XC317113.mp3,decelerating,Willow Flycatcher,1-3,XC317113 Willow Flycatcher (Empidonax traillii),[],no,Empidonax traillii," Lake Cormorant, DeSoto County, Mississippi",34.8839,48000 (Hz),"call, song",60 m,heard singing in black willow stand on the periphery of a large pond.  never was able to see the bird but there was more than one singing intermittently.  responded to playback with song.,320000 (bps),mp3,level,,317113,https://www.xeno-canto.org/317113,United States,Hal Mitchell,Empidonax traillii_Willow Flycatcher,-90.2503,0-3(s),09:30,Hal Mitchell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20151,4.0,no,wilfly,2 (stereo),2016-05-19,Not specified,2,XC317491.mp3,Not specified,Willow Flycatcher,Not specified,XC317491 Willow Flycatcher (Empidonax traillii),[],yes,Empidonax traillii," San Diego, San Diego County, California",32.6904,44100 (Hz),song,100 m,,124834 (bps),mp3,Not specified,,317491,https://www.xeno-canto.org/317491,United States,Peter Nguyen,Empidonax traillii_Willow Flycatcher,-117.2437,0-3(s),07:30,Peter Nguyen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20152,4.0,no,wilfly,1 (mono),2016-05-30,Not specified,1,XC319377.mp3,Not specified,Willow Flycatcher,Not specified,XC319377 Willow Flycatcher (Empidonax traillii),[],yes,Empidonax traillii," Illinois Beach State Park South, Lake County, Illinois",42.4303,44100 (Hz),zweeoo call,180 m,,320000 (bps),mp3,Not specified,,319377,https://www.xeno-canto.org/319377,United States,Matt Wistrand,Empidonax traillii_Willow Flycatcher,-87.8099,Not specified,08:32,Matt Wistrand,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20153,3.5,no,wilfly,2 (stereo),2016-06-18,Not specified,29,XC323557.mp3,Not specified,Willow Flycatcher,Not specified,XC323557 Willow Flycatcher (Empidonax traillii),"['Agelaius phoeniceus_Red-winged Blackbird', 'Cistothorus palustris_Marsh Wren']",yes,Empidonax traillii," Baie-du-Febvre, Nicolet-Yamaska, Québec",46.154,44100 (Hz),"call, song",10 m,One adult calling from a small exposed tree at water's edge. Habitat: freshwater marsh.,128000 (bps),mp3,Not specified,Red-winged Blackbird (Agelaius phoeniceus); Marsh Wren (Cistothorus palustris),323557,https://www.xeno-canto.org/323557,Canada,Martin St-Michel,Empidonax traillii_Willow Flycatcher,-72.7455,Not specified,05:50,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20154,4.0,no,wilfly,2 (stereo),2016-07-04,Not specified,3,XC325785.mp3,Not specified,Willow Flycatcher,Not specified,XC325785 Willow Flycatcher (Empidonax traillii),[],yes,Empidonax traillii," Skippack (near  Collegeville), Montgomery, Pennsylvania",40.1967,44100 (Hz),zweeoo call,60 m,,128000 (bps),mp3,Not specified,,325785,https://www.xeno-canto.org/325785,United States,Paul Driver,Empidonax traillii_Willow Flycatcher,-75.3964,Not specified,08:15,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20155,4.5,no,wilfly,2 (stereo),2016-07-03,Not specified,261,XC325786.mp3,Not specified,Willow Flycatcher,Not specified,XC325786 Willow Flycatcher (Empidonax traillii),['Dumetella carolinensis_Gray Catbird'],yes,Empidonax traillii," Limerick (near  Linfield), Montgomery County, Pennsylvania",40.2028,44100 (Hz),interaction calls and trills,40 m,"Two closely  interacting birds, both sang so presumably males",128000 (bps),mp3,Not specified,Grey Catbird (Dumetella carolinensis),325786,https://www.xeno-canto.org/325786,United States,Paul Driver,Empidonax traillii_Willow Flycatcher,-75.5687,Not specified,08:00,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
20156,4.0,no,wilfly,2 (stereo),2016-06-11,Not specified,4,XC325934.mp3,Not specified,Willow Flycatcher,Not specified,XC325934 Willow Flycatcher (Empidonax traillii),[],yes,Empidonax traillii," Revelstoke, Columbia-Shuswap, British Columbia",50.9619,44100 (Hz),call,440 m,Two birds scrapping.,192000 (bps),mp3,Not specified,,325934,https://www.xeno-canto.org/325934,Canada,James Bradley,Empidonax traillii_Willow Flycatcher,-118.1997,Not specified,07:50,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
